COC1=C(N2C=C(C)N=C2)C=CC(C3=CN([C@@H]4C(N(CC(F)(F)F)CC[C@H](C5=CC=CC=C5)C4)=O)N=N3)=C1
COC1=C(N2C=C(C)N=C2)C=CC(C3=CN([C@@H]4C(N(CC(F)(F)F)C[C@H](C(F)(F)F)C4)=O)N=N3)=C1
O=S(C1=C(Cl)C=C(CCCC2CCN(C)CC2)C=C1Cl)(N(C3=C(C)N(C)N=C3C)C(F)F)=O
O=S(C1=C(Cl)C=C(C2=CC(N3CCNCC3)=NC=C2)C=C1Cl)(NC4=C(C)N(C)N=C4C)=O
